1.0,20.000000000000004,2.6379525211410686e-31
1.0,21.445344440206465,2.732077032950122e-31
1.0,22.995139907954716,2.827440599491488e-31
1.0,24.656934788841323,2.924009972364592e-31
1.0,26.43882296932058,3.0217499331398657e-31
1.0,28.349483258536115,3.1206235558536114e-31
1.0,30.39822165905868,3.220592421681871e-31
1.0,32.59501669241289,3.321616788320341e-31
1.0,34.95056800015368,3.423655716166704e-31
1.0,37.476348457207685,3.5266671530061012e-31
1.0,40.184660051300945,3.630607978527954e-31
1.0,43.08869380063769,3.7354340096838012e-31
1.0,46.202594001663215,3.8410999676255888e-31
1.0,49.541527119834235,3.947559406768539e-31
1.0,53.12175565893374,4.0547646064182435e-31
1.0,56.96071736871605,4.1626664254104795e-31
1.0,61.07711017666832,4.271214120365213e-31
1.0,65.49098325755457,4.380355128481712e-31
1.0,70.22383468430263,4.490034816339588e-31
1.0,75.29871613584936,4.600196196951766e-31
1.0,80.74034517193108,4.710779618381053e-31
1.0,86.57522562166116,4.821722428607126e-31
1.0,92.8317766722556,4.932958623037111e-31
1.0,99.54047128664224,5.044418483084225e-31
1.0,106.73398462412626,5.156028216564533e-31
1.0,114.44735318700442,5.2677096132010435e-31
1.0,122.71814546826353,5.37937973114831e-31
1.0,131.58664493151366,5.490950632960088e-31
1.0,141.09604621437293,5.602329191556222e-31
1.0,151.29266551092584,5.71341698817808e-31
1.0,162.22616615793746,5.824110324695028e-31
1.0,173.94980052355672,5.93430037157701e-31
1.0,186.520669376644,6.043873470078928e-31
1.0,200.00000000000003,6.152711602510438e-31
1.0,214.45344440206466,6.260693037899893e-31
1.0,229.95139907954717,6.367693152153472e-31
1.0,246.5693478884132,6.473585412465736e-31
1.0,264.3882296932058,6.57827498911923e-31
1.0,283.494832585361,6.6815783684658044e-31
1.0,303.9822165905867,6.783395301482414e-31
1.0,325.9501669241287,6.883603699331126e-31
1.0,349.50568000153663,6.982085922717877e-31
1.0,374.76348457207666,7.0787300758449015e-31
1.0,401.8466005130092,7.173431204414521e-31
1.0,430.88693800637697,7.266092361413954e-31
1.0,462.02594001663215,7.356625512055623e-31
1.0,495.41527119834234,7.444952258002388e-31
1.0,531.2175565893374,7.53100437007112e-31
1.0,569.6071736871604,7.614724127267163e-31
1.0,610.7711017666832,7.696064467697764e-31
1.0,654.9098325755458,7.774988963273341e-31
1.0,702.2383468430263,7.851471634945662e-31
1.0,752.9871613584936,7.925496628528475e-31
1.0,807.4034517193116,7.99705777299976e-31
1.0,865.7522562166124,8.06615804377992e-31
1.0,928.3177667225565,8.132808953045673e-31
1.0,995.4047128664229,8.197029887917353e-31
1.0,1067.3398462412626,8.258847415579734e-31
1.0,1144.473531870044,8.318294572270298e-31
1.0,1227.1814546826354,8.375410150768113e-31
1.0,1315.8664493151366,8.430237998679316e-31
1.0,1410.9604621437293,8.482826337544587e-31
1.0,1512.9266551092583,8.533227110663367e-31
1.0,1622.2616615793747,8.581495365585146e-31
1.0,1739.498005235567,8.627688675489188e-31
1.0,1865.2066937664401,8.671866602174905e-31
1.0,2000.0000000000002,8.714090202120505e-31
1.0,2144.534444020647,8.754421576033307e-31
1.0,2299.5139907954717,8.792923461495655e-31
1.0,2465.693478884132,8.829658867678936e-31
1.0,2643.8822969320577,8.864690750616654e-31
1.0,2834.9483258536097,8.898081727152631e-31
1.0,3039.8221659058668,8.929893825372144e-31
1.0,3259.5016692412905,8.960188269055659e-31
1.0,3495.05680001537,8.989025293461801e-31
1.0,3747.6348457207705,9.016463989564895e-31
1.0,4018.4660051300966,9.042562173775853e-31
1.0,4308.869380063769,9.06737628019923e-31
1.0,4620.259400166321,9.090961272648319e-31
1.0,4954.152711983424,9.11337057395478e-31
1.0,5312.175565893374,9.134656010540113e-31
1.0,5696.071736871605,9.154867770707238e-31
1.0,6107.711017666832,9.174054375589336e-31
1.0,6549.098325755457,9.192262662085199e-31
1.0,7022.383468430263,9.20953777735587e-31
1.0,7529.871613584936,9.225923184521976e-31
1.0,8074.0345171931085,9.241460679083694e-31
1.0,8657.522562166116,9.256190415317575e-31
1.0,9283.177667225566,9.270150941544217e-31
1.0,9954.04712866423,9.283379242781106e-31
1.0,10673.398462412626,9.295910788970707e-31
1.0,11444.735318700441,9.307779586766801e-31
1.0,12271.814546826354,9.31901823281302e-31
1.0,13158.664493151366,9.329657966567665e-31
1.0,14109.604621437293,9.339728721003156e-31
1.0,15129.266551092584,9.349259169898537e-31
1.0,16222.616615793748,9.358276770898719e-31
1.0,17394.98005235567,9.366807803981197e-31
1.0,18652.0669376644,9.374877405402357e-31
1.0,20000.000000000004,9.382509597556926e-31
2.0,20.000000000000004,1.0549723791969692e-30
